"PLZ6";"KANTON";"ORT";"GEMEINDE_NR";"GEMEINDE_BEZ";"BEZIRK_NR";"BEZIRK_BEZ";"ANZ_PERSONEN";"ANZ_HAUSHALTE";"ANZ_PERSONEN_MANNL";"ANZ_PERSONEN_WEIBL";"Longitude";"Latitude"
717400;"GR";"S. Benedetg";3985;"Sumvitg";1831;"Bezirk Surselva";42;14;21;21;8.94004;46.735342
717500;"GR";"Sumvitg";3985;"Sumvitg";1831;"Bezirk Surselva";324;128;161;163;8.943889;46.706246
717600;"GR";"Cumpadials";3985;"Sumvitg";1831;"Bezirk Surselva";150;65;75;75;8.923641;46.722971
718000;"GR";"Disentis/Mustér";3982;"Disentis/Mustér";1831;"Bezirk Surselva";1697;748;871;826;8.85141;46.70362
718200;"GR";"Cavardiras";3982;"Disentis/Mustér";1831;"Bezirk Surselva";29;15;15;14;8.884477;46.710114
718300;"GR";"Mumpé Medel";3982;"Disentis/Mustér";1831;"Bezirk Surselva";47;19;24;23;8.849189;46.690221
718400;"GR";"Curaglia";3983;"Medel (Lucmagn)";1831;"Bezirk Surselva";304;122;150;154;8.867362663;46.689735
718500;"GR";"Platta";3983;"Medel (Lucmagn)";1831;"Bezirk Surselva";104;38;51;53;8.85;46.65
718600;"GR";"Segnas";3982;"Disentis/Mustér";1831;"Bezirk Surselva";291;114;149;142;8.82853;46.69462
718700;"GR";"Camischolas";3986;"Tujetsch";1831;"Bezirk Surselva";211;97;122;89;8.765048;46.679624
718800;"GR";"Sedrun";3986;"Tujetsch";1831;"Bezirk Surselva";925;429;455;470;8.784412011;46.684719
718900;"GR";"Rueras";3986;"Tujetsch";1831;"Bezirk Surselva";269;113;156;113;8.660912903;46.80912
720100;"GR";"Untervaz Bahnhof";3945;"Trimmis";1826;"Bezirk Landquart";17;15;9;8;9.54935;46.90913
720200;"GR";"Says";3945;"Trimmis";1826;"Bezirk Landquart";161;74;82;79;9.599888;46.896267
720300;"GR";"Trimmis";3945;"Trimmis";1826;"Bezirk Landquart";2862;1177;1452;1410;9.59558757397991;46.8927040821375
720400;"GR";"Untervaz";3946;"Untervaz";1826;"Bezirk Landquart";2426;979;1217;1209;9.51633733891959;46.9205794585853
720500;"GR";"Zizers";3947;"Zizers";1826;"Bezirk Landquart";3213;1382;1607;1606;9.57130836101448;46.9363429625955
